row_id,language,language_name,review_date,created_at,updated_at,created_ms,updated_ms,recommended,eventually_edited,playtime_hours
615,4,Japanese,2024-03-30,2024-03-30 04:12:00,2024-03-30 04:12:00,2027391120000,2027391120000,1,0,134
616,4,Japanese,2024-03-30,2024-03-30 06:12:00,2024-03-30 06:12:00,2027398320000,2027398320000,1,0,145
617,4,Japanese,2024-03-30,2024-03-30 08:12:00,2024-03-30 08:12:00,2027405520000,2027405520000,1,0,156
618,4,Japanese,2024-03-30,2024-03-30 10:12:00,2024-03-30 10:12:00,2027412720000,2027412720000,1,0,167
619,4,Japanese,2024-03-30,2024-03-30 12:12:00,2024-03-31 16:12:00,2027419920000,2027520720000,1,1,178
620,4,Japanese,2024-03-30,2024-03-30 14:12:00,2024-03-30 14:12:00,2027427120000,2027427120000,1,0,189
621,4,Japanese,2024-03-30,2024-03-30 16:12:00,2024-03-30 16:12:00,2027434320000,2027434320000,1,0,200
622,4,Japanese,2024-03-30,2024-03-30 18:12:00,2024-03-30 18:12:00,2027441520000,2027441520000,1,0,211
623,4,Japanese,2024-03-30,2024-03-30 20:12:00,2024-03-30 20:12:00,2027448720000,2027448720000,1,0,222
624,4,Japanese,2024-03-30,2024-03-30 22:12:00,2024-03-30 22:12:00,2027455920000,2027455920000,1,0,233
625,1,English,2024-03-31,2024-03-31 00:03:00,2024-03-31 00:03:00,2027462580000,2027462580000,1,0,104
626,1,English,2024-03-31,2024-03-31 02:03:00,2024-03-31 02:03:00,2027469780000,2027469780000,1,0,115
627,1,English,2024-03-31,2024-03-31 04:03:00,2024-03-31 04:03:00,2027476980000,2027476980000,1,0,126
628,1,English,2024-03-31,2024-03-31 06:03:00,2024-03-31 06:03:00,2027484180000,2027484180000,1,0,137
629,1,English,2024-03-31,2024-03-31 08:03:00,2024-03-31 08:03:00,2027491380000,2027491380000,1,0,148
630,1,English,2024-03-31,2024-03-31 10:03:00,2024-03-31 10:03:00,2027498580000,2027498580000,1,0,159
631,1,English,2024-03-31,2024-03-31 12:03:00,2024-03-31 12:03:00,2027505780000,2027505780000,1,0,170
632,1,English,2024-03-31,2024-03-31 14:03:00,2024-03-31 14:03:00,2027512980000,2027512980000,1,0,181
633,1,English,2024-03-31,2024-03-31 16:03:00,2024-03-31 16:03:00,2027520180000,2027520180000,1,0,192
634,1,English,2024-03-31,2024-03-31 18:03:00,2024-03-31 18:03:00,2027527380000,2027527380000,1,0,203
635,1,English,2024-03-31,2024-03-31 20:03:00,2024-04-02 21:03:00,2027534580000,2027710980000,1,1,214
636,1,English,2024-03-31,2024-03-31 22:03:00,2024-03-31 22:03:00,2027541780000,2027541780000,1,0,225
637,2,Simplified Chinese,2024-03-31,2024-03-31 00:06:00,2024-03-31 00:06:00,2027462760000,2027462760000,1,0,109
638,2,Simplified Chinese,2024-03-31,2024-03-31 02:06:00,2024-03-31 02:06:00,2027469960000,2027469960000,1,0,120
639,2,Simplified Chinese,2024-03-31,2024-03-31 04:06:00,2024-03-31 04:06:00,2027477160000,2027477160000,1,0,131
640,2,Simplified Chinese,2024-03-31,2024-03-31 06:06:00,2024-03-31 06:06:00,2027484360000,2027484360000,1,0,142
641,2,Simplified Chinese,2024-03-31,2024-03-31 08:06:00,2024-03-31 08:06:00,2027491560000,2027491560000,1,0,153
642,2,Simplified Chinese,2024-03-31,2024-03-31 10:06:00,2024-03-31 10:06:00,2027498760000,2027498760000,1,0,164
643,2,Simplified Chinese,2024-03-31,2024-03-31 12:06:00,2024-03-31 12:06:00,2027505960000,2027505960000,1,0,175
644,2,Simplified Chinese,2024-03-31,2024-03-31 14:06:00,2024-03-31 14:06:00,2027513160000,2027513160000,0,0,186
645,2,Simplified Chinese,2024-03-31,2024-03-31 16:06:00,2024-03-31 16:06:00,2027520360000,2027520360000,1,0,197
646,2,Simplified Chinese,2024-03-31,2024-03-31 18:06:00,2024-03-31 18:06:00,2027527560000,2027527560000,1,0,208
647,2,Simplified Chinese,2024-03-31,2024-03-31 20:06:00,2024-03-31 20:06:00,2027534760000,2027534760000,1,0,219
648,2,Simplified Chinese,2024-03-31,2024-03-31 22:06:00,2024-03-31 22:06:00,2027541960000,2027541960000,1,0,230
649,3,Spanish,2024-03-31,2024-03-31 00:09:00,2024-03-31 00:09:00,2027462940000,2027462940000,0,0,114
650,3,Spanish,2024-03-31,2024-03-31 02:09:00,2024-03-31 02:09:00,2027470140000,2027470140000,1,0,125
651,3,Spanish,2024-03-31,2024-03-31 04:09:00,2024-03-31 04:09:00,2027477340000,2027477340000,1,0,136
652,3,Spanish,2024-03-31,2024-03-31 06:09:00,2024-03-31 06:09:00,2027484540000,2027484540000,1,0,147
653,3,Spanish,2024-03-31,2024-03-31 08:09:00,2024-03-31 08:09:00,2027491740000,2027491740000,1,0,158
654,3,Spanish,2024-03-31,2024-03-31 10:09:00,2024-03-31 10:09:00,2027498940000,2027498940000,1,0,169
655,3,Spanish,2024-03-31,2024-03-31 12:09:00,2024-03-31 12:09:00,2027506140000,2027506140000,1,0,180
656,3,Spanish,2024-03-31,2024-03-31 14:09:00,2024-03-31 14:09:00,2027513340000,2027513340000,1,0,191
657,3,Spanish,2024-03-31,2024-03-31 16:09:00,2024-03-31 16:09:00,2027520540000,2027520540000,1,0,202
658,3,Spanish,2024-03-31,2024-03-31 18:09:00,2024-03-31 18:09:00,2027527740000,2027527740000,1,0,213
659,3,Spanish,2024-03-31,2024-03-31 20:09:00,2024-03-31 20:09:00,2027534940000,2027534940000,1,0,224
660,3,Spanish,2024-03-31,2024-03-31 22:09:00,2024-03-31 22:09:00,2027542140000,2027542140000,1,0,235
661,4,Japanese,2024-03-31,2024-03-31 00:12:00,2024-03-31 00:12:00,2027463120000,2027463120000,1,0,119
662,4,Japanese,2024-03-31,2024-03-31 02:12:00,2024-03-31 02:12:00,2027470320000,2027470320000,1,0,130
663,4,Japanese,2024-03-31,2024-03-31 04:12:00,2024-03-31 04:12:00,2027477520000,2027477520000,1,0,141
664,4,Japanese,2024-03-31,2024-03-31 06:12:00,2024-03-31 06:12:00,2027484720000,2027484720000,1,0,152
665,4,Japanese,2024-03-31,2024-03-31 08:12:00,2024-03-31 08:12:00,2027491920000,2027491920000,1,0,163
666,4,Japanese,2024-03-31,2024-03-31 10:12:00,2024-03-31 10:12:00,2027499120000,2027499120000,1,0,174
667,4,Japanese,2024-03-31,2024-03-31 12:12:00,2024-03-31 12:12:00,2027506320000,2027506320000,1,0,185
668,4,Japanese,2024-03-31,2024-03-31 14:12:00,2024-03-31 14:12:00,2027513520000,2027513520000,1,0,196
669,4,Japanese,2024-03-31,2024-03-31 16:12:00,2024-03-31 16:12:00,2027520720000,2027520720000,1,0,207
670,4,Japanese,2024-03-31,2024-03-31 18:12:00,2024-03-31 18:12:00,2027527920000,2027527920000,0,0,218
671,4,Japanese,2024-03-31,2024-03-31 20:12:00,2024-03-31 20:12:00,2027535120000,2027535120000,1,0,229
672,4,Japanese,2024-03-31,2024-03-31 22:12:00,2024-03-31 22:12:00,2027542320000,2027542320000,1,0,240
673,1,English,2024-04-01,2024-04-01 00:03:00,2024-04-01 00:03:00,2027548980000,2027548980000,1,0,111
674,1,English,2024-04-01,2024-04-01 02:03:00,2024-04-01 02:03:00,2027556180000,2027556180000,1,0,122
675,1,English,2024-04-01,2024-04-01 04:03:00,2024-04-01 04:03:00,2027563380000,2027563380000,1,0,133
676,1,English,2024-04-01,2024-04-01 06:03:00,2024-04-01 06:03:00,2027570580000,2027570580000,1,0,144
677,1,English,2024-04-01,2024-04-01 08:03:00,2024-04-01 08:03:00,2027577780000,2027577780000,1,0,155
678,1,English,2024-04-01,2024-04-01 10:03:00,2024-04-01 10:03:00,2027584980000,2027584980000,1,0,166
679,1,English,2024-04-01,2024-04-01 12:03:00,2024-04-01 12:03:00,2027592180000,2027592180000,1,0,177
680,1,English,2024-04-01,2024-04-01 14:03:00,2024-04-01 14:03:00,2027599380000,2027599380000,1,0,188
681,1,English,2024-04-01,2024-04-01 16:03:00,2024-04-01 16:03:00,2027606580000,2027606580000,1,0,199
682,1,English,2024-04-01,2024-04-01 18:03:00,2024-04-01 18:03:00,2027613780000,2027613780000,1,0,210
683,1,English,2024-04-01,2024-04-01 20:03:00,2024-04-01 20:03:00,2027620980000,2027620980000,1,0,221
684,1,English,2024-04-01,2024-04-01 22:03:00,2024-04-01 22:03:00,2027628180000,2027628180000,1,0,232
685,2,Simplified Chinese,2024-04-01,2024-04-01 00:06:00,2024-04-01 00:06:00,2027549160000,2027549160000,1,0,116
686,2,Simplified Chinese,2024-04-01,2024-04-01 02:06:00,2024-04-01 02:06:00,2027556360000,2027556360000,1,0,127
687,2,Simplified Chinese,2024-04-01,2024-04-01 04:06:00,2024-04-04 06:06:00,2027563560000,2027829960000,1,1,138
688,2,Simplified Chinese,2024-04-01,2024-04-01 06:06:00,2024-04-01 06:06:00,2027570760000,2027570760000,1,0,149
689,2,Simplified Chinese,2024-04-01,2024-04-01 08:06:00,2024-04-01 08:06:00,2027577960000,2027577960000,1,0,160
690,2,Simplified Chinese,2024-04-01,2024-04-01 10:06:00,2024-04-01 10:06:00,2027585160000,2027585160000,1,0,171
691,2,Simplified Chinese,2024-04-01,2024-04-01 12:06:00,2024-04-01 12:06:00,2027592360000,2027592360000,1,0,182
692,2,Simplified Chinese,2024-04-01,2024-04-01 14:06:00,2024-04-01 14:06:00,2027599560000,2027599560000,1,0,193
693,2,Simplified Chinese,2024-04-01,2024-04-01 16:06:00,2024-04-01 16:06:00,2027606760000,2027606760000,1,0,204
694,2,Simplified Chinese,2024-04-01,2024-04-01 18:06:00,2024-04-01 18:06:00,2027613960000,2027613960000,1,0,215
695,2,Simplified Chinese,2024-04-01,2024-04-01 20:06:00,2024-04-01 20:06:00,2027621160000,2027621160000,1,0,226
696,2,Simplified Chinese,2024-04-01,2024-04-01 22:06:00,2024-04-01 22:06:00,2027628360000,2027628360000,1,0,237
697,3,Spanish,2024-04-01,2024-04-01 00:09:00,2024-04-01 00:09:00,2027549340000,2027549340000,1,0,121
698,3,Spanish,2024-04-01,2024-04-01 02:09:00,2024-04-01 02:09:00,2027556540000,2027556540000,1,0,132
699,3,Spanish,2024-04-01,2024-04-01 04:09:00,2024-04-01 04:09:00,2027563740000,2027563740000,1,0,143
700,3,Spanish,2024-04-01,2024-04-01 06:09:00,2024-04-01 06:09:00,2027570940000,2027570940000,1,0,154
701,3,Spanish,2024-04-01,2024-04-01 08:09:00,2024-04-01 08:09:00,2027578140000,2027578140000,1,0,165
702,3,Spanish,2024-04-01,2024-04-01 10:09:00,2024-04-01 10:09:00,2027585340000,2027585340000,1,0,176
703,3,Spanish,2024-04-01,2024-04-01 12:09:00,2024-04-01 12:09:00,2027592540000,2027592540000,1,0,187
704,3,Spanish,2024-04-01,2024-04-01 14:09:00,2024-04-01 14:09:00,2027599740000,2027599740000,1,0,198
705,3,Spanish,2024-04-01,2024-04-01 16:09:00,2024-04-01 16:09:00,2027606940000,2027606940000,1,0,209
706,3,Spanish,2024-04-01,2024-04-01 18:09:00,2024-04-01 18:09:00,2027614140000,2027614140000,0,0,220
707,3,Spanish,2024-04-01,2024-04-01 20:09:00,2024-04-01 20:09:00,2027621340000,2027621340000,1,0,231
708,3,Spanish,2024-04-01,2024-04-01 22:09:00,2024-04-01 22:09:00,2027628540000,2027628540000,1,0,242
709,4,Japanese,2024-04-01,2024-04-01 00:12:00,2024-04-01 00:12:00,2027549520000,2027549520000,1,0,126
710,4,Japanese,2024-04-01,2024-04-01 02:12:00,2024-04-03 06:12:00,2027556720000,2027743920000,1,1,137
711,4,Japanese,2024-04-01,2024-04-01 04:12:00,2024-04-01 04:12:00,2027563920000,2027563920000,0,0,148
712,4,Japanese,2024-04-01,2024-04-01 06:12:00,2024-04-01 06:12:00,2027571120000,2027571120000,1,0,159
713,4,Japanese,2024-04-01,2024-04-01 08:12:00,2024-04-01 08:12:00,2027578320000,2027578320000,1,0,170
714,4,Japanese,2024-04-01,2024-04-01 10:12:00,2024-04-01 10:12:00,2027585520000,2027585520000,1,0,181
715,4,Japanese,2024-04-01,2024-04-01 12:12:00,2024-04-01 12:12:00,2027592720000,2027592720000,1,0,192
716,4,Japanese,2024-04-01,2024-04-01 14:12:00,2024-04-01 14:12:00,2027599920000,2027599920000,1,0,203
717,4,Japanese,2024-04-01,2024-04-01 16:12:00,2024-04-01 16:12:00,2027607120000,2027607120000,1,0,214
718,4,Japanese,2024-04-01,2024-04-01 18:12:00,2024-04-01 18:12:00,2027614320000,2027614320000,1,0,225
719,4,Japanese,2024-04-01,2024-04-01 20:12:00,2024-04-01 20:12:00,2027621520000,2027621520000,1,0,236
720,4,Japanese,2024-04-01,2024-04-01 22:12:00,2024-04-01 22:12:00,2027628720000,2027628720000,1,0,247
721,1,English,2024-04-02,2024-04-02 00:03:00,2024-04-02 00:03:00,2027635380000,2027635380000,1,0,118
722,1,English,2024-04-02,2024-04-02 02:03:00,2024-04-02 02:03:00,2027642580000,2027642580000,1,0,129
723,1,English,2024-04-02,2024-04-02 04:03:00,2024-04-02 04:03:00,2027649780000,2027649780000,1,0,140
724,1,English,2024-04-02,2024-04-02 06:03:00,2024-04-02 06:03:00,2027656980000,2027656980000,1,0,151
725,1,English,2024-04-02,2024-04-02 08:03:00,2024-04-02 08:03:00,2027664180000,2027664180000,1,0,162
726,1,English,2024-04-02,2024-04-02 10:03:00,2024-04-05 11:03:00,2027671380000,2027934180000,1,1,173
727,1,English,2024-04-02,2024-04-02 12:03:00,2024-04-02 12:03:00,2027678580000,2027678580000,1,0,184
728,1,English,2024-04-02,2024-04-02 14:03:00,2024-04-02 14:03:00,2027685780000,2027685780000,1,0,195
729,1,English,2024-04-02,2024-04-02 16:03:00,2024-04-02 16:03:00,2027692980000,2027692980000,1,0,206
730,1,English,2024-04-02,2024-04-02 18:03:00,2024-04-02 18:03:00,2027700180000,2027700180000,1,0,217
731,1,English,2024-04-02,2024-04-02 20:03:00,2024-04-02 20:03:00,2027707380000,2027707380000,1,0,228
732,1,English,2024-04-02,2024-04-02 22:03:00,2024-04-02 22:03:00,2027714580000,2027714580000,1,0,239
733,2,Simplified Chinese,2024-04-02,2024-04-02 00:06:00,2024-04-02 00:06:00,2027635560000,2027635560000,1,0,123
734,2,Simplified Chinese,2024-04-02,2024-04-02 02:06:00,2024-04-04 04:06:00,2027642760000,2027822760000,1,1,134
735,2,Simplified Chinese,2024-04-02,2024-04-02 04:06:00,2024-04-02 04:06:00,2027649960000,2027649960000,1,0,145
736,2,Simplified Chinese,2024-04-02,2024-04-02 06:06:00,2024-04-02 06:06:00,2027657160000,2027657160000,1,0,156
737,2,Simplified Chinese,2024-04-02,2024-04-02 08:06:00,2024-04-02 08:06:00,2027664360000,2027664360000,1,0,167
738,2,Simplified Chinese,2024-04-02,2024-04-02 10:06:00,2024-04-02 10:06:00,2027671560000,2027671560000,1,0,178
739,2,Simplified Chinese,2024-04-02,2024-04-02 12:06:00,2024-04-02 12:06:00,2027678760000,2027678760000,1,0,189
740,2,Simplified Chinese,2024-04-02,2024-04-02 14:06:00,2024-04-02 14:06:00,2027685960000,2027685960000,1,0,200
741,2,Simplified Chinese,2024-04-02,2024-04-02 16:06:00,2024-04-05 18:06:00,2027693160000,2027959560000,1,1,211
742,2,Simplified Chinese,2024-04-02,2024-04-02 18:06:00,2024-04-02 18:06:00,2027700360000,2027700360000,0,0,222
743,2,Simplified Chinese,2024-04-02,2024-04-02 20:06:00,2024-04-02 20:06:00,2027707560000,2027707560000,1,0,233
744,2,Simplified Chinese,2024-04-02,2024-04-02 22:06:00,2024-04-02 22:06:00,2027714760000,2027714760000,1,0,244
745,3,Spanish,2024-04-02,2024-04-02 00:09:00,2024-04-02 00:09:00,2027635740000,2027635740000,1,0,128
746,3,Spanish,2024-04-02,2024-04-02 02:09:00,2024-04-02 02:09:00,2027642940000,2027642940000,1,0,139
747,3,Spanish,2024-04-02,2024-04-02 04:09:00,2024-04-02 04:09:00,2027650140000,2027650140000,0,0,150
748,3,Spanish,2024-04-02,2024-04-02 06:09:00,2024-04-02 06:09:00,2027657340000,2027657340000,1,0,161
749,3,Spanish,2024-04-02,2024-04-02 08:09:00,2024-04-04 11:09:00,2027664540000,2027848140000,1,1,172
750,3,Spanish,2024-04-02,2024-04-02 10:09:00,2024-04-02 10:09:00,2027671740000,2027671740000,1,0,183
751,3,Spanish,2024-04-02,2024-04-02 12:09:00,2024-04-02 12:09:00,2027678940000,2027678940000,1,0,194
752,3,Spanish,2024-04-02,2024-04-02 14:09:00,2024-04-02 14:09:00,2027686140000,2027686140000,1,0,205
753,3,Spanish,2024-04-02,2024-04-02 16:09:00,2024-04-02 16:09:00,2027693340000,2027693340000,1,0,216
754,3,Spanish,2024-04-02,2024-04-02 18:09:00,2024-04-02 18:09:00,2027700540000,2027700540000,1,0,227
755,3,Spanish,2024-04-02,2024-04-02 20:09:00,2024-04-02 20:09:00,2027707740000,2027707740000,1,0,238
756,3,Spanish,2024-04-02,2024-04-02 22:09:00,2024-04-06 01:09:00,2027714940000,2027984940000,1,1,249
757,4,Japanese,2024-04-02,2024-04-02 00:12:00,2024-04-02 00:12:00,2027635920000,2027635920000,1,0,133
758,4,Japanese,2024-04-02,2024-04-02 02:12:00,2024-04-02 02:12:00,2027643120000,2027643120000,1,0,144
759,4,Japanese,2024-04-02,2024-04-02 04:12:00,2024-04-02 04:12:00,2027650320000,2027650320000,1,0,155
760,4,Japanese,2024-04-02,2024-04-02 06:12:00,2024-04-02 06:12:00,2027657520000,2027657520000,1,0,166
761,4,Japanese,2024-04-02,2024-04-02 08:12:00,2024-04-02 08:12:00,2027664720000,2027664720000,1,0,177
762,4,Japanese,2024-04-02,2024-04-02 10:12:00,2024-04-02 10:12:00,2027671920000,2027671920000,1,0,188
763,4,Japanese,2024-04-02,2024-04-02 12:12:00,2024-04-02 12:12:00,2027679120000,2027679120000,1,0,199
764,4,Japanese,2024-04-02,2024-04-02 14:12:00,2024-04-04 18:12:00,2027686320000,2027873520000,1,1,210
765,4,Japanese,2024-04-02,2024-04-02 16:12:00,2024-04-02 16:12:00,2027693520000,2027693520000,1,0,221
766,4,Japanese,2024-04-02,2024-04-02 18:12:00,2024-04-02 18:12:00,2027700720000,2027700720000,1,0,232
767,4,Japanese,2024-04-02,2024-04-02 20:12:00,2024-04-02 20:12:00,2027707920000,2027707920000,1,0,243
768,4,Japanese,2024-04-02,2024-04-02 22:12:00,2024-04-02 22:12:00,2027715120000,2027715120000,0,0,254
769,1,English,2024-04-03,2024-04-03 00:03:00,2024-04-03 00:03:00,2027721780000,2027721780000,1,0,125
770,1,English,2024-04-03,2024-04-03 02:03:00,2024-04-03 02:03:00,2027728980000,2027728980000,1,0,136
771,1,English,2024-04-03,2024-04-03 04:03:00,2024-04-03 04:03:00,2027736180000,2027736180000,1,0,147
772,1,English,2024-04-03,2024-04-03 06:03:00,2024-04-03 06:03:00,2027743380000,2027743380000,1,0,158
773,1,English,2024-04-03,2024-04-03 08:03:00,2024-04-03 08:03:00,2027750580000,2027750580000,1,0,169
774,1,English,2024-04-03,2024-04-03 10:03:00,2024-04-03 10:03:00,2027757780000,2027757780000,1,0,180
775,1,English,2024-04-03,2024-04-03 12:03:00,2024-04-03 12:03:00,2027764980000,2027764980000,1,0,191
776,1,English,2024-04-03,2024-04-03 14:03:00,2024-04-03 14:03:00,2027772180000,2027772180000,1,0,202
777,1,English,2024-04-03,2024-04-03 16:03:00,2024-04-03 16:03:00,2027779380000,2027779380000,1,0,213
778,1,English,2024-04-03,2024-04-03 18:03:00,2024-04-03 18:03:00,2027786580000,2027786580000,1,0,224
779,1,English,2024-04-03,2024-04-03 20:03:00,2024-04-03 20:03:00,2027793780000,2027793780000,1,0,235
780,1,English,2024-04-03,2024-04-03 22:03:00,2024-04-06 23:03:00,2027800980000,2028063780000,1,1,246
781,2,Simplified Chinese,2024-04-03,2024-04-03 00:06:00,2024-04-03 00:06:00,2027721960000,2027721960000,1,0,130
782,2,Simplified Chinese,2024-04-03,2024-04-03 02:06:00,2024-04-03 02:06:00,2027729160000,2027729160000,1,0,141
783,2,Simplified Chinese,2024-04-03,2024-04-03 04:06:00,2024-04-03 04:06:00,2027736360000,2027736360000,1,0,152
784,2,Simplified Chinese,2024-04-03,2024-04-03 06:06:00,2024-04-03 06:06:00,2027743560000,2027743560000,1,0,163
785,2,Simplified Chinese,2024-04-03,2024-04-03 08:06:00,2024-04-03 08:06:00,2027750760000,2027750760000,1,0,174
786,2,Simplified Chinese,2024-04-03,2024-04-03 10:06:00,2024-04-03 10:06:00,2027757960000,2027757960000,1,0,185
787,2,Simplified Chinese,2024-04-03,2024-04-03 12:06:00,2024-04-03 12:06:00,2027765160000,2027765160000,1,0,196
788,2,Simplified Chinese,2024-04-03,2024-04-03 14:06:00,2024-04-03 14:06:00,2027772360000,2027772360000,1,0,207
789,2,Simplified Chinese,2024-04-03,2024-04-03 16:06:00,2024-04-03 16:06:00,2027779560000,2027779560000,1,0,218
790,2,Simplified Chinese,2024-04-03,2024-04-03 18:06:00,2024-04-03 18:06:00,2027786760000,2027786760000,1,0,229
791,2,Simplified Chinese,2024-04-03,2024-04-03 20:06:00,2024-04-03 20:06:00,2027793960000,2027793960000,1,0,240
792,2,Simplified Chinese,2024-04-03,2024-04-03 22:06:00,2024-04-03 22:06:00,2027801160000,2027801160000,1,0,251
793,3,Spanish,2024-04-03,2024-04-03 00:09:00,2024-04-03 00:09:00,2027722140000,2027722140000,1,0,135
794,3,Spanish,2024-04-03,2024-04-03 02:09:00,2024-04-03 02:09:00,2027729340000,2027729340000,1,0,146
795,3,Spanish,2024-04-03,2024-04-03 04:09:00,2024-04-03 04:09:00,2027736540000,2027736540000,1,0,157
796,3,Spanish,2024-04-03,2024-04-03 06:09:00,2024-04-03 06:09:00,2027743740000,2027743740000,1,0,168
797,3,Spanish,2024-04-03,2024-04-03 08:09:00,2024-04-03 08:09:00,2027750940000,2027750940000,1,0,179
798,3,Spanish,2024-04-03,2024-04-03 10:09:00,2024-04-03 10:09:00,2027758140000,2027758140000,1,0,190
799,3,Spanish,2024-04-03,2024-04-03 12:09:00,2024-04-03 12:09:00,2027765340000,2027765340000,1,0,201
800,3,Spanish,2024-04-03,2024-04-03 14:09:00,2024-04-03 14:09:00,2027772540000,2027772540000,1,0,212
801,3,Spanish,2024-04-03,2024-04-03 16:09:00,2024-04-03 16:09:00,2027779740000,2027779740000,1,0,223
802,3,Spanish,2024-04-03,2024-04-03 18:09:00,2024-04-03 18:09:00,2027786940000,2027786940000,1,0,234
803,3,Spanish,2024-04-03,2024-04-03 20:09:00,2024-04-03 20:09:00,2027794140000,2027794140000,1,0,245
804,3,Spanish,2024-04-03,2024-04-03 22:09:00,2024-04-03 22:09:00,2027801340000,2027801340000,0,0,256
805,4,Japanese,2024-04-03,2024-04-03 00:12:00,2024-04-03 00:12:00,2027722320000,2027722320000,1,0,140
806,4,Japanese,2024-04-03,2024-04-03 02:12:00,2024-04-03 02:12:00,2027729520000,2027729520000,1,0,151
807,4,Japanese,2024-04-03,2024-04-03 04:12:00,2024-04-03 04:12:00,2027736720000,2027736720000,1,0,162
808,4,Japanese,2024-04-03,2024-04-03 06:12:00,2024-04-03 06:12:00,2027743920000,2027743920000,1,0,173
809,4,Japanese,2024-04-03,2024-04-03 08:12:00,2024-04-03 08:12:00,2027751120000,2027751120000,0,0,184
810,4,Japanese,2024-04-03,2024-04-03 10:12:00,2024-04-03 10:12:00,2027758320000,2027758320000,1,0,195
811,4,Japanese,2024-04-03,2024-04-03 12:12:00,2024-04-03 12:12:00,2027765520000,2027765520000,1,0,206
812,4,Japanese,2024-04-03,2024-04-03 14:12:00,2024-04-03 14:12:00,2027772720000,2027772720000,1,0,217
813,4,Japanese,2024-04-03,2024-04-03 16:12:00,2024-04-03 16:12:00,2027779920000,2027779920000,1,0,228
814,4,Japanese,2024-04-03,2024-04-03 18:12:00,2024-04-03 18:12:00,2027787120000,2027787120000,1,0,239
815,4,Japanese,2024-04-03,2024-04-03 20:12:00,2024-04-03 20:12:00,2027794320000,2027794320000,1,0,250
816,4,Japanese,2024-04-03,2024-04-03 22:12:00,2024-04-03 22:12:00,2027801520000,2027801520000,1,0,261
817,1,English,2024-04-04,2024-04-04 00:03:00,2024-04-05 01:03:00,2027808180000,2027898180000,1,1,132
818,1,English,2024-04-04,2024-04-04 02:03:00,2024-04-04 02:03:00,2027815380000,2027815380000,1,0,143
819,1,English,2024-04-04,2024-04-04 04:03:00,2024-04-04 04:03:00,2027822580000,2027822580000,1,0,154
820,1,English,2024-04-04,2024-04-04 06:03:00,2024-04-04 06:03:00,2027829780000,2027829780000,1,0,165
821,1,English,2024-04-04,2024-04-04 08:03:00,2024-04-04 08:03:00,2027836980000,2027836980000,1,0,176
822,1,English,2024-04-04,2024-04-04 10:03:00,2024-04-04 10:03:00,2027844180000,2027844180000,1,0,187
823,1,English,2024-04-04,2024-04-04 12:03:00,2024-04-04 12:03:00,2027851380000,2027851380000,1,0,198
824,1,English,2024-04-04,2024-04-04 14:03:00,2024-04-04 14:03:00,2027858580000,2027858580000,1,0,209
825,1,English,2024-04-04,2024-04-04 16:03:00,2024-04-04 16:03:00,2027865780000,2027865780000,1,0,220
826,1,English,2024-04-04,2024-04-04 18:03:00,2024-04-04 18:03:00,2027872980000,2027872980000,1,0,231
827,1,English,2024-04-04,2024-04-04 20:03:00,2024-04-04 20:03:00,2027880180000,2027880180000,1,0,242
828,1,English,2024-04-04,2024-04-04 22:03:00,2024-04-04 22:03:00,2027887380000,2027887380000,1,0,253
829,2,Simplified Chinese,2024-04-04,2024-04-04 00:06:00,2024-04-04 00:06:00,2027808360000,2027808360000,1,0,137
830,2,Simplified Chinese,2024-04-04,2024-04-04 02:06:00,2024-04-04 02:06:00,2027815560000,2027815560000,1,0,148
831,2,Simplified Chinese,2024-04-04,2024-04-04 04:06:00,2024-04-04 04:06:00,2027822760000,2027822760000,1,0,159
832,2,Simplified Chinese,2024-04-04,2024-04-04 06:06:00,2024-04-05 08:06:00,2027829960000,2027923560000,1,1,170
833,2,Simplified Chinese,2024-04-04,2024-04-04 08:06:00,2024-04-04 08:06:00,2027837160000,2027837160000,1,0,181
834,2,Simplified Chinese,2024-04-04,2024-04-04 10:06:00,2024-04-04 10:06:00,2027844360000,2027844360000,1,0,192
835,2,Simplified Chinese,2024-04-04,2024-04-04 12:06:00,2024-04-04 12:06:00,2027851560000,2027851560000,1,0,203
836,2,Simplified Chinese,2024-04-04,2024-04-04 14:06:00,2024-04-04 14:06:00,2027858760000,2027858760000,1,0,214
837,2,Simplified Chinese,2024-04-04,2024-04-04 16:06:00,2024-04-04 16:06:00,2027865960000,2027865960000,1,0,225
838,2,Simplified Chinese,2024-04-04,2024-04-04 18:06:00,2024-04-04 18:06:00,2027873160000,2027873160000,1,0,236
839,2,Simplified Chinese,2024-04-04,2024-04-04 20:06:00,2024-04-06 22:06:00,2027880360000,2028060360000,1,1,247
840,2,Simplified Chinese,2024-04-04,2024-04-04 22:06:00,2024-04-04 22:06:00,2027887560000,2027887560000,0,0,258
841,3,Spanish,2024-04-04,2024-04-04 00:09:00,2024-04-04 00:09:00,2027808540000,2027808540000,1,0,142
842,3,Spanish,2024-04-04,2024-04-04 02:09:00,2024-04-04 02:09:00,2027815740000,2027815740000,1,0,153
843,3,Spanish,2024-04-04,2024-04-04 04:09:00,2024-04-04 04:09:00,2027822940000,2027822940000,1,0,164
844,3,Spanish,2024-04-04,2024-04-04 06:09:00,2024-04-04 06:09:00,2027830140000,2027830140000,1,0,175
845,3,Spanish,2024-04-04,2024-04-04 08:09:00,2024-04-04 08:09:00,2027837340000,2027837340000,0,0,186
